txn_id,account_id,txn_date,txn_type,merchant,amount_usd,currency,signed_amount_usd
9000775,11608,2025-09-24,CREDIT,Apple,134.16,USD,134.16
9000776,11378,2024-08-17,CREDIT,Shell,342.13,USD,342.13
9000777,11749,2024-08-14,DEBIT,Amazon,67.21,USD,-67.21
9000778,10025,2025-01-31,CREDIT,Costco,52.49,USD,52.49
9000779,11313,2024-10-01,DEBIT,Costco,230.62,USD,-230.62
9000780,10070,2024-05-17,DEBIT,Target,188.57,USD,-188.57
9000781,11885,2024-06-21,DEBIT,Starbucks,414.75,USD,-414.75
9000782,11712,2024-11-22,CREDIT,Netflix,418.94,USD,418.94
9000783,11112,2024-08-02,DEBIT,Shell,59.6,USD,-59.6
9000784,10176,2024-08-15,DEBIT,Netflix,406.35,USD,-406.35
9000785,11992,2024-04-16,CREDIT,Target,282.52,USD,282.52
9000786,10026,2024-06-07,DEBIT,Netflix,252.28,USD,-252.28
9000787,11984,2024-05-15,DEBIT,Amazon,48.29,USD,-48.29
9000788,11312,2024-01-30,CREDIT,Starbucks,370.08,USD,370.08
9000789,10839,2024-04-07,DEBIT,Costco,30.76,USD,-30.76
9000790,10816,2025-08-31,DEBIT,Walmart,139.57,USD,-139.57
9000791,10574,2025-06-06,DEBIT,Target,48.62,USD,-48.62
9000792,11951,2024-12-07,CREDIT,Costco,265.85,USD,265.85
9000793,10999,2024-06-16,DEBIT,Target,322.97,USD,-322.97
9000794,10530,2024-07-29,CREDIT,Shell,445.54,USD,445.54
9000795,11507,2025-11-14,CREDIT,Apple,367.2,USD,367.2
9000796,11457,2025-09-23,CREDIT,Netflix,480.59,USD,480.59
9000797,10492,2024-07-03,DEBIT,Starbucks,380.71,USD,-380.71
9000798,10277,2025-03-07,CREDIT,CVS,149.74,USD,149.74
9000799,10998,2025-02-27,DEBIT,Netflix,274.24,USD,-274.24
9000800,11369,2024-02-08,CREDIT,CVS,229.51,USD,229.51
9000801,11602,2025-01-21,CREDIT,CVS,283.42,USD,283.42
9000802,11261,2025-03-26,DEBIT,Target,286.47,USD,-286.47
9000803,11160,2024-04-24,CREDIT,Starbucks,351.35,USD,351.35
9000804,11186,2025-02-04,CREDIT,Apple,42.44,USD,42.44
9000805,10838,2024-10-30,DEBIT,Costco,373.63,USD,-373.63
9000806,10846,2025-08-25,CREDIT,Uber,72.73,USD,72.73
9000807,10899,2024-11-04,CREDIT,Shell,14.08,USD,14.08
9000808,10292,2025-07-26,CREDIT,Shell,259.93,USD,259.93
9000809,11051,2024-04-12,DEBIT,CVS,291.16,USD,-291.16
9000810,10255,2025-12-27,CREDIT,Apple,18.39,USD,18.39
9000811,10904,2024-04-11,CREDIT,Shell,258.17,USD,258.17
9000812,11826,2025-10-16,DEBIT,Starbucks,267.75,USD,-267.75
9000813,11647,2024-03-30,CREDIT,Amazon,27.19,USD,27.19
9000814,11775,2024-04-27,DEBIT,Uber,356.08,USD,-356.08
9000815,11778,2024-05-18,DEBIT,Apple,105.93,USD,-105.93
9000816,10664,2024-10-29,CREDIT,Costco,397.44,USD,397.44
9000817,10264,2025-10-09,CREDIT,Uber,156.1,USD,156.1
9000818,11980,2025-05-31,CREDIT,Apple,239.47,USD,239.47
9000819,11587,2024-07-27,DEBIT,CVS,446.03,USD,-446.03
9000820,11504,2024-03-27,DEBIT,Starbucks,403.28,USD,-403.28
9000821,10400,2024-11-14,CREDIT,Costco,391.15,USD,391.15
9000822,10459,2025-09-24,CREDIT,CVS,81.06,USD,81.06
9000823,10776,2024-09-01,CREDIT,Apple,25.02,USD,25.02
9000824,11589,2024-03-30,DEBIT,Target,303.27,USD,-303.27
9000825,11156,2025-04-22,CREDIT,Walmart,205.94,USD,205.94
9000826,11020,2025-10-13,CREDIT,Target,454.63,USD,454.63
9000827,11214,2024-04-21,DEBIT,Apple,175.45,USD,-175.45
9000828,11147,2025-01-28,DEBIT,CVS,205.86,USD,-205.86
9000829,11454,2024-08-27,CREDIT,Shell,263.47,USD,263.47
9000830,11241,2024-09-28,DEBIT,Shell,398.4,USD,-398.4
9000831,11900,2024-05-22,DEBIT,Starbucks,134.88,USD,-134.88
9000832,10402,2025-12-19,DEBIT,Amazon,470.97,USD,-470.97
9000833,10994,2024-04-28,DEBIT,Amazon,270.42,USD,-270.42
9000834,11345,2025-08-18,DEBIT,Netflix,420.65,USD,-420.65
9000835,10300,2024-09-07,DEBIT,Walmart,263.28,USD,-263.28
9000836,11094,2024-10-04,DEBIT,Uber,386.22,USD,-386.22
9000837,11992,2024-06-11,CREDIT,CVS,26.66,USD,26.66
9000838,10213,2025-10-15,DEBIT,Starbucks,399.81,USD,-399.81
9000839,10873,2024-12-15,DEBIT,Shell,262.46,USD,-262.46
9000840,11568,2024-01-31,DEBIT,CVS,225.26,USD,-225.26
9000841,10373,2025-04-02,CREDIT,Costco,56.69,USD,56.69
9000842,11359,2024-03-31,DEBIT,Amazon,371.04,USD,-371.04
9000843,11194,2024-05-07,DEBIT,Costco,66.45,USD,-66.45
9000844,10343,2025-07-01,DEBIT,Starbucks,96.97,USD,-96.97
9000845,11479,2025-12-25,CREDIT,Uber,64.09,USD,64.09
9000846,10861,2025-05-23,CREDIT,CVS,4.28,USD,4.28
9000847,11433,2024-08-24,DEBIT,Starbucks,331.29,USD,-331.29
9000848,10300,2025-06-16,CREDIT,Costco,136.15,USD,136.15
9000849,11519,2025-08-30,DEBIT,Shell,75.59,USD,-75.59
9000850,11314,2024-02-20,DEBIT,CVS,160.67,USD,-160.67
9000851,10748,2025-04-13,DEBIT,Starbucks,250.04,USD,-250.04
9000852,11872,2025-01-22,DEBIT,CVS,252.2,USD,-252.2
9000853,10436,2024-03-02,CREDIT,Starbucks,184.23,USD,184.23
9000854,10101,2024-12-08,DEBIT,Amazon,247.97,USD,-247.97
9000855,10009,2024-06-01,CREDIT,Costco,214.24,USD,214.24
9000856,11064,2025-10-15,DEBIT,Target,411.51,USD,-411.51
9000857,10369,2024-02-10,DEBIT,Amazon,15.78,USD,-15.78
9000858,10125,2025-04-30,CREDIT,Starbucks,434.15,USD,434.15
9000859,10784,2025-11-08,CREDIT,CVS,122.71,USD,122.71
9000860,10382,2025-12-02,DEBIT,Target,361.17,USD,-361.17
9000861,10326,2025-07-10,DEBIT,Apple,203.11,USD,-203.11
9000862,10449,2025-12-20,CREDIT,Netflix,147.87,USD,147.87
9000863,10522,2025-01-16,CREDIT,Uber,308.06,USD,308.06
9000864,11854,2024-04-05,DEBIT,Uber,384.67,USD,-384.67
9000865,11009,2024-10-19,DEBIT,Walmart,225.52,USD,-225.52
9000866,11730,2024-08-22,CREDIT,Walmart,233.81,USD,233.81
9000867,10941,2024-12-06,DEBIT,Netflix,30.37,USD,-30.37
9000868,11555,2025-12-19,DEBIT,Starbucks,462.07,USD,-462.07
9000869,11932,2025-06-21,DEBIT,Starbucks,423.6,USD,-423.6
9000870,10982,2024-12-15,CREDIT,Walmart,199.6,USD,199.6
9000871,10272,2024-07-25,CREDIT,Netflix,382.71,USD,382.71
9000872,10501,2025-05-05,DEBIT,Walmart,157.33,USD,-157.33
9000873,11770,2025-01-15,DEBIT,Starbucks,365.48,USD,-365.48
9000874,11510,2024-05-20,CREDIT,Starbucks,258.83,USD,258.83
9000875,11951,2025-08-21,CREDIT,Target,230.92,USD,230.92
9000876,11250,2025-09-01,DEBIT,Walmart,29.2,USD,-29.2
9000877,11250,2024-01-23,DEBIT,Target,482.75,USD,-482.75
9000878,10865,2024-12-29,CREDIT,Starbucks,418.87,USD,418.87
9000879,10340,2024-05-27,DEBIT,Apple,396.9,USD,-396.9
9000880,10271,2025-07-19,DEBIT,Uber,153.15,USD,-153.15
9000881,11814,2025-07-04,CREDIT,Netflix,145.51,USD,145.51
9000882,10394,2025-05-19,CREDIT,Walmart,287.02,USD,287.02
9000883,11147,2024-08-05,CREDIT,Apple,423.27,USD,423.27
9000884,10909,2025-04-26,DEBIT,Costco,467.38,USD,-467.38
9000885,10194,2025-02-19,CREDIT,CVS,135.2,USD,135.2
9000886,11606,2024-11-20,DEBIT,Starbucks,304.1,USD,-304.1
9000887,11767,2025-05-03,DEBIT,Uber,362.23,USD,-362.23
9000888,11196,2025-02-11,DEBIT,Costco,113.97,USD,-113.97
9000889,11226,2024-05-23,DEBIT,Apple,204.33,USD,-204.33
9000890,11056,2024-07-29,DEBIT,Uber,94.55,USD,-94.55
9000891,10210,2025-10-27,DEBIT,Amazon,349.75,USD,-349.75
9000892,10812,2024-09-15,DEBIT,Costco,432.03,USD,-432.03
9000893,10693,2024-08-14,DEBIT,CVS,438.89,USD,-438.89
9000894,10752,2025-08-16,CREDIT,Target,335.37,USD,335.37
9000895,11000,2025-01-06,CREDIT,Apple,174.23,USD,174.23
9000896,11074,2025-01-25,DEBIT,Amazon,330.86,USD,-330.86
9000897,11906,2024-03-28,CREDIT,Apple,432.27,USD,432.27
9000898,10891,2025-02-03,CREDIT,Target,313.3,USD,313.3
9000899,11878,2024-11-04,DEBIT,Target,207.03,USD,-207.03
9000900,11430,2024-01-04,CREDIT,Netflix,459.98,USD,459.98
9000901,10540,2024-06-21,DEBIT,Costco,417.77,USD,-417.77
9000902,10517,2025-06-27,CREDIT,Apple,441.34,USD,441.34
9000903,10934,2024-08-13,CREDIT,Amazon,451.69,USD,451.69
9000904,10132,2024-12-04,CREDIT,Costco,197.51,USD,197.51
9000905,10095,2024-07-24,DEBIT,Starbucks,429.96,USD,-429.96
9000906,10423,2024-04-11,CREDIT,Walmart,285.6,USD,285.6
9000907,10857,2024-02-27,DEBIT,Target,20.04,USD,-20.04
9000908,10973,2024-05-29,DEBIT,Starbucks,318.28,USD,-318.28
9000909,10081,2024-09-08,DEBIT,Walmart,235.84,USD,-235.84
9000910,10788,2025-04-23,DEBIT,Target,138.3,USD,-138.3
9000911,10314,2025-07-09,CREDIT,Shell,485.22,USD,485.22
9000912,11752,2025-03-03,CREDIT,Apple,28.48,USD,28.48
9000913,10915,2025-06-25,CREDIT,Walmart,472.99,USD,472.99
9000914,11303,2025-06-07,DEBIT,Walmart,80.47,USD,-80.47
9000915,11666,2025-05-05,CREDIT,Amazon,189.12,USD,189.12
9000916,11109,2025-06-09,CREDIT,Netflix,209.2,USD,209.2
9000917,11863,2024-10-18,DEBIT,Apple,365.78,USD,-365.78
9000918,10365,2024-02-14,DEBIT,Apple,108.59,USD,-108.59
9000919,11848,2024-07-18,DEBIT,Starbucks,493.06,USD,-493.06
9000920,10365,2024-01-24,CREDIT,Target,374.76,USD,374.76
9000921,11116,2025-09-22,CREDIT,Shell,395.19,USD,395.19
9000922,10070,2025-01-21,CREDIT,Target,54.11,USD,54.11
9000923,10325,2025-08-12,DEBIT,Starbucks,238.68,USD,-238.68
9000924,11530,2025-03-10,DEBIT,Shell,472.86,USD,-472.86
9000925,11349,2024-08-29,CREDIT,Target,135.76,USD,135.76
9000926,10843,2024-07-21,DEBIT,Starbucks,73.55,USD,-73.55
9000927,11214,2024-08-24,DEBIT,Apple,243.21,USD,-243.21
9000928,10213,2024-10-20,DEBIT,Amazon,465.27,USD,-465.27
9000929,11070,2024-12-13,CREDIT,Walmart,243.91,USD,243.91
9000930,11753,2024-03-27,DEBIT,Netflix,203.01,USD,-203.01
9000931,10088,2024-07-28,DEBIT,Costco,325.49,USD,-325.49
9000932,11810,2025-08-31,CREDIT,CVS,468.51,USD,468.51
9000933,10995,2024-01-02,DEBIT,Uber,25.48,USD,-25.48
9000934,11250,2024-08-16,CREDIT,Starbucks,77.54,USD,77.54
9000935,11420,2025-02-13,DEBIT,Uber,67.24,USD,-67.24
9000936,10216,2024-08-30,CREDIT,Target,43.58,USD,43.58
9000937,11775,2025-04-12,CREDIT,CVS,151.75,USD,151.75
9000938,10300,2025-04-02,CREDIT,Walmart,115.43,USD,115.43
9000939,11439,2025-07-07,CREDIT,Target,274.8,USD,274.8
9000940,10925,2024-07-31,DEBIT,Walmart,164.32,USD,-164.32
9000941,10852,2025-01-20,DEBIT,Shell,203.2,USD,-203.2
9000942,10893,2025-02-15,DEBIT,Amazon,470.99,USD,-470.99
9000943,10169,2025-05-29,DEBIT,Starbucks,78.67,USD,-78.67
9000944,11388,2025-06-11,CREDIT,Amazon,194.84,USD,194.84
9000945,11255,2025-01-22,DEBIT,Starbucks,129.28,USD,-129.28
9000946,10619,2024-10-05,DEBIT,Target,275.03,USD,-275.03
9000947,11351,2024-04-11,DEBIT,Costco,368.43,USD,-368.43
9000948,11256,2025-08-11,CREDIT,Amazon,408.68,USD,408.68
9000949,10681,2025-01-24,DEBIT,CVS,258.13,USD,-258.13
9000950,11670,2024-07-20,CREDIT,Amazon,427.6,USD,427.6
9000951,10642,2025-07-20,DEBIT,Shell,392.75,USD,-392.75
9000952,10036,2025-12-21,CREDIT,Target,79.35,USD,79.35
9000953,10770,2025-01-26,CREDIT,Netflix,123.47,USD,123.47
9000954,11425,2024-12-19,DEBIT,CVS,336.19,USD,-336.19
9000955,11010,2025-08-15,CREDIT,Starbucks,487.42,USD,487.42
9000956,10635,2024-08-22,CREDIT,Walmart,188.69,USD,188.69
9000957,10425,2024-04-23,CREDIT,Netflix,115.67,USD,115.67
9000958,11928,2024-03-07,DEBIT,Netflix,434.7,USD,-434.7
9000959,11976,2024-02-09,DEBIT,Target,100.61,USD,-100.61
9000960,10407,2024-04-12,CREDIT,Apple,349.01,USD,349.01
9000961,10774,2025-02-14,CREDIT,Starbucks,18.09,USD,18.09
9000962,10864,2024-10-21,DEBIT,Amazon,10.47,USD,-10.47
9000963,10216,2025-07-18,CREDIT,Amazon,226.33,USD,226.33
9000964,10169,2025-07-17,CREDIT,Walmart,328.61,USD,328.61
9000965,10609,2024-02-06,DEBIT,Netflix,72.07,USD,-72.07
9000966,10357,2024-03-07,DEBIT,Target,382.18,USD,-382.18
9000967,10185,2025-02-06,DEBIT,Costco,65.24,USD,-65.24
9000968,10724,2025-11-04,CREDIT,Target,267.32,USD,267.32
9000969,10869,2024-07-24,DEBIT,CVS,154.84,USD,-154.84
9000970,10823,2024-12-06,DEBIT,Uber,376.37,USD,-376.37
9000971,11767,2024-02-21,CREDIT,Shell,402.25,USD,402.25
9000972,11977,2025-03-01,DEBIT,Uber,33.98,USD,-33.98
9000973,11937,2024-07-27,DEBIT,Netflix,97.11,USD,-97.11
9000974,10678,2025-05-28,DEBIT,Starbucks,446.43,USD,-446.43
9000975,11841,2025-10-02,DEBIT,Apple,208.39,USD,-208.39
9000976,11184,2024-06-26,DEBIT,Shell,238.89,USD,-238.89
9000977,10283,2025-11-06,DEBIT,Uber,84.84,USD,-84.84
9000978,10183,2024-01-22,CREDIT,Apple,497.45,USD,497.45
9000979,11560,2025-01-03,DEBIT,CVS,461.6,USD,-461.6
9000980,10141,2024-03-22,CREDIT,Walmart,2.01,USD,2.01
9000981,11718,2024-06-12,CREDIT,Costco,275.82,USD,275.82
9000982,11619,2025-01-11,DEBIT,Costco,436.26,USD,-436.26
9000983,10230,2024-01-03,DEBIT,CVS,215.84,USD,-215.84
9000984,11491,2025-11-14,DEBIT,CVS,218.97,USD,-218.97
9000985,11926,2024-04-27,DEBIT,Apple,190.29,USD,-190.29
9000986,10387,2025-10-17,CREDIT,Apple,15.39,USD,15.39
9000987,10734,2025-01-29,CREDIT,CVS,395.35,USD,395.35
9000988,10157,2024-09-22,CREDIT,Netflix,228.94,USD,228.94
9000989,11341,2025-03-10,CREDIT,Uber,266.0,USD,266.0
9000990,11208,2025-11-12,DEBIT,Netflix,128.59,USD,-128.59
9000991,11444,2025-12-25,DEBIT,CVS,392.28,USD,-392.28
9000992,11206,2024-08-14,DEBIT,Amazon,397.08,USD,-397.08
9000993,11620,2025-01-10,DEBIT,Netflix,276.91,USD,-276.91
9000994,10576,2024-09-18,DEBIT,Amazon,452.41,USD,-452.41
9000995,11075,2024-12-31,DEBIT,Shell,58.83,USD,-58.83
9000996,11026,2025-03-03,DEBIT,CVS,393.53,USD,-393.53
9000997,10076,2024-01-08,DEBIT,Apple,279.73,USD,-279.73
9000998,11670,2024-02-10,DEBIT,Amazon,116.28,USD,-116.28
9000999,11861,2024-09-13,DEBIT,Amazon,67.02,USD,-67.02
